rating,review_count,name,url,is_closed,snippet_text
4.5,241,Hammerheads,http://www.yelp.com/biz/hammerheads-louisville,False,"Oh god. Be careful. You will over order and you will eat everything they bring you. 

My advice: go for a half rack each of lamb and baby back ribs. And..."
4.5,192,Jack Fry's,http://www.yelp.com/biz/jack-frys-louisville,False,"My wife took me here for my birthday. It was delicious! We shared the scallops and I had a filet which was cooked perfectly. 
We had reservations. so there..."
4.5,112,Sidebar,http://www.yelp.com/biz/sidebar-louisville,False,"Great food? Check!
Great service? Check! 
Great atmosphere? Check!
Places like this restore my hope in the hospitality biz. Ordered the ""Death Sentence""..."
4.5,227,Smoketown USA,http://www.yelp.com/biz/smoketown-usa-louisville,False,"My favorite bbq I've had while visiting Kentucky. I got the riblets which were tender and had a tasty sauce. The Mac and cheese was good, sweet cornbread..."
4.0,195,Harvest Restaurant,http://www.yelp.com/biz/harvest-restaurant-louisville,False,"My husband and I enjoyed a delicious breakfast a Harvest. What a pleasant dining experience; a calm vibe to the space, delightful hostess, personable..."
4.5,242,Mayan Cafe,http://www.yelp.com/biz/mayan-cafe-louisville,False,"Incredible food, wonderful atmosphere, cute neighborhood, close to interstate (we stopped for dinner on a roadtrip), fantastic service... Definitely lives..."
4.0,134,Holy Grale,http://www.yelp.com/biz/holy-grale-louisville,False,"I just had the most pleasant surprise with my recent visit to this amazing little joint in Louisville, Kentucky.  My boyfriend, his parents, and I came for..."
4.5,63,Zanzabar,http://www.yelp.com/biz/zanzabar-louisville,False,"When I want to dance to house music, admire pinball machines, and feel cooler than I really am, this is where I go.

The vibe is casual, the attire is..."
4.0,201,The Silver Dollar,http://www.yelp.com/biz/the-silver-dollar-louisville,False,"We were referred to Silver Dollar by Owen, one of the guides at the Evan Williams Experience.  We wanted something off the beaten path and where the locals..."
4.0,208,Doc Crow's,http://www.yelp.com/biz/doc-crows-louisville,False,"Just wow! I came to Louisville on a quick trip and Doc Crow's came highly recommended and I must say the restaurant lives up to the hype.

The atmosphere..."
4.0,285,Proof on Main,http://www.yelp.com/biz/proof-on-main-louisville,False,We started out our evening with mint juleps which proof puts their own spin on! They were delicious and refreshing!  To start our meal we got the Smoked KY...
4.5,72,New Albanian Brewing Company Pizzeria and Public House,http://www.yelp.com/biz/new-albanian-brewing-company-pizzeria-and-public-house-new-albany-3,False,"My friend whom I stayed with overnight insisted on going here, despite him living in Louisville. The ride there was quite wind-y, but totally worth it...."
4.5,18,Wiltshire,http://www.yelp.com/biz/wiltshire-louisville,False,Always an A-1 dining experience. The varying menu does not disappoint. So far on more than one occasion I have been mightily impressed with the knowledge...
4.5,184,Havana Rumba,http://www.yelp.com/biz/havana-rumba-louisville,False,"Utterly, freaking AMAZING!!! That is the best way to describe the food I ate at Havana Rumba. The Empanadas and Croquetas we started out with were..."
4.0,105,Eiderdown,http://www.yelp.com/biz/eiderdown-louisville,False,"I'm always looking for an excuse to go to Eiderdown. If a friend or business associate wants to meet for lunch, ""let's go to Eiderdown,"" I recommend. If a..."
4.5,130,"Momma's Mustard, Pickles & BBQ",http://www.yelp.com/biz/mommas-mustard-pickles-and-bbq-louisville,False,"Huge fan!

Momma's is a must-go place! 

I ordered the grilled cheese with bbq chicken and it was absolutely divine. For my sides, I had mac-and-cheese..."
4.5,118,Mojito Tapas Restaurant,http://www.yelp.com/biz/mojito-tapas-restaurant-louisville,False,"This is my favorite restaurant in the area by far. The tapas range in variety, and the Trio de Hummus will never disappoint. You get black bean hummus,..."
4.0,42,MilkWood,http://www.yelp.com/biz/milkwood-louisville,False,"I was visiting Louisville in June, and as a fan of Top Chef I couldn't wait to come here! Eating here was such a treat, and would recommend any food lover..."
4.0,175,Garage Bar,http://www.yelp.com/biz/garage-bar-louisville,False,"Garage Bar is one of the most unique and inviting hang-out spots in Louisville. How can you possibly walk past two cool 80's cars smashing into each other,..."
4.0,76,Rye,http://www.yelp.com/biz/rye-louisville,False,"When you step into Rye, you are stepping into a world of courtesy, camaraderie, and stellar food. 

For me, a former resident of San Francisco familiar with..."
